id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
274,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'분기 역대 최대' 실적⋯카카오, 2분기 매출 2조985억원·영업익 2770억원 [종합]",분기 역대 최대 실적 카카오 2분기 매출 2조985억원 영업익 2770억원,아이뉴스24,아이뉴스24,"Wed, 05 Aug 2026 23:48:06 GMT","'분기 역대 최대' 실적⋯카카오, 2분기 매출 2조985억원·영업익 2770억원 [종합] 아이뉴스24",https://news.google.com/rss/articles/CBMiS0FVX3lxTE95N0JhbGVJMVNJeGs4WHkxY0dhT0NqUTVVYTdINURBMWtyb1QtWl9wMjZENGx6c0k3RGlIelZKWVluRWZxM1hZMmZtNA?oc=5,google_rss_카카오 카카오게임즈 when:2d,100.3,59.5,"earnings,financial_performance",financial_performance,카카오,,,,,,,general,19.0,published_yesterday+exclusive_breaking,direct_risk,event:카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,100.3,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:분기 역대 최대 실적 카카오 2분기 매출 2조985억원 영업익 2770억원,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:분기 역대 최대 실적 카카오 2분기 매출 2조985억원 영업익 2770억원,self_direct_risk,,,,
303,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 노사갈등 속 역대 최대 실적…영업익 36% 급증(종합2보)",카카오 노사갈등 속 역대 최대 실적 영업익 36 급증,매일경제 마켓,매일경제 마켓,"Thu, 06 Aug 2026 02:12:28 GMT","카카오, 노사갈등 속 역대 최대 실적…영업익 36% 급증(종합2보) 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9SNXl5MF9MOEZoeDhEZHFDNUNPMjRWa21sVm95ZGlkVHl4X2dsR0ZNYVRsclBtVGFhVTFSbkhicmJVTzEzekY2LW11RnNxeW1zVFE?oc=5,google_rss_카카오 실적 when:2d,100.3,59.5,"earnings,financial_performance",financial_performance,카카오,,,,,,,general,19.0,published_yesterday+exclusive_breaking,direct_risk,event:카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,100.3,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 노사갈등 속 역대 최대 실적 영업익 36 급증,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 노사갈등 속 역대 최대 실적 영업익 36 급증,self_direct_risk,,,,
447,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오엔터프라이즈,"카카오엔터프, 이재한 대표 선임",카카오엔터프 이재한 대표 선임,khan.co.kr,khan.co.kr,"Thu, 06 Aug 2026 11:25:00 GMT","카카오엔터프, 이재한 대표 선임 khan.co.kr",https://news.google.com/rss/articles/CBMiX0FVX3lxTFBrbTk2YWM0U0F2SGxpUEFWajhNRVRWQjh1Uy13R0Vwa0tsanpYR3NTZnR2VU5kQlVneDNqMFAxOUQ0VmJQZzloNmZLUmZ4djhVczdUcDNvWTZKLURpTmFv0gFfQVVfeXFMUGttOTZhYzRTQXZIbGlQQVZqOE1FVFZCOHVTLXdHRXBrS2xqelhHc1NmdHZVTmRCVWd4M2owUDE5RDRWYlBnOWg2ZktSZnh2OFVzN1RwM29ZNkotRGlOYW8?oc=5,google_rss_카카오엔터프라이즈 when:2d,99.8,80.5,leadership_change,leadership_change,"카카오,카카오엔터",brand_not_in_title,,Y,must_review:self_strict:leadership_service:leadership_change,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:leadership_service:kakao:executive_change,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,leadership_change,self:leadership_service,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_leadership_service,global_incident:leadership_service:kakao:executive_change,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:leadership_service:kakao:executive_change,self_leadership_service,,,,
99,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"사상 최대 실적에도 끝나지 않은 숙제···카카오뱅크, 데이터센터 비용 흡수가 하반기 시험대",사상 최대 실적에도 끝나지 않은 숙제 카카오뱅크 데이터센터 비용 흡수가 하반기 시험대,시사저널e,시사저널e,"Thu, 06 Aug 2026 07:29:04 GMT","사상 최대 실적에도 끝나지 않은 숙제···카카오뱅크, 데이터센터 비용 흡수가 하반기 시험대 시사저널e",https://news.google.com/rss/articles/CBMickFVX3lxTE8yX2Y4WjNqWUhFZF9pVnRwQ0p1Z3pNV1lfNkI1Q09kOG1TcTBOd0ltUUFsQzExTFZHZTlIcG4tclMxbGVjbThmOERLM1VOR3JhbUw3VDdOU25tRGtzdzcydjBhNTk2RVNoaEt0UmxJbmwxUdIBdkFVX3lxTE43MmtnV1drdlRUTmNtNk1icmNGOWtFWk02REw3WWlVelBYZDdkRkFTTkVLbXRPSklkSlhDckdrV0dGd0x6cjFIYXFWTmJZSnU0N0tiaTVMbm9SZ18wYkdjbUJlZk9IUXNaWkE4MllXMF9vb2kxWGc?oc=5,google_rss_카카오 파업 when:2d,99.8,75.0,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,"카카오,카카오뱅크",,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오+카카오뱅크:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:사상 최대 실적에도 끝나지 않은 숙제 카카오뱅크 데이터센터 비용 흡수가 하반기 시험대,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:사상 최대 실적에도 끝나지 않은 숙제 카카오뱅크 데이터센터 비용 흡수가 하반기 시험대,self_direct_risk,,,,
220,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"광고·커머스·페이 다 웃었다…카카오, 2분기 최대 실적 찍고 AI 승부수",광고 커머스 페이 다 웃었다 카카오 2분기 최대 실적 찍고 ai 승부수,네이트,네이트,"Wed, 05 Aug 2026 23:27:00 GMT","광고·커머스·페이 다 웃었다…카카오, 2분기 최대 실적 찍고 AI 승부수 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE4tc2szajRsOWZkSHdLZ0tlcXVYOFZnTGwzQ2ZNc3ZrSEZRVm5FSTNraUVkRjdzSGJ2MVlJZnI3eXJhRW1JV1l2YVV3R0ZjbGRfSk1SbFYybzZVSVdUNk1NNA?oc=5,google_rss_카카오 카카오페이 when:2d,99.8,72.5,"ai_infrastructure_security,earnings,financial_performance,search_ads",ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:광고 커머스 페이 다 웃었다 카카오 2분기 최대 실적 찍고 ai 승부수,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:광고 커머스 페이 다 웃었다 카카오 2분기 최대 실적 찍고 ai 승부수,self_direct_risk,,,,
215,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, AI가 실적 견인하기 시작했다…에이전틱 AI 수익화 본격화",카카오 ai가 실적 견인하기 시작했다 에이전틱 ai 수익화 본격화,이코노미사이언스,이코노미사이언스,"Thu, 06 Aug 2026 01:20:07 GMT","카카오, AI가 실적 견인하기 시작했다…에이전틱 AI 수익화 본격화 이코노미사이언스",https://news.google.com/rss/articles/CBMib0FVX3lxTE5yYlQyRl9UV0R4UTNkN25pRU1adE9KSkFjXzZ6ZlhKcFJCWVdFaU5YakdfSjNZR1pTRHd0dDgxZjNCbUZRTmYzbkJkR1F1TlBCY2xlWndRa1E3ajhmNWhBQU0wWThwdk5Gcm9DS2Zwbw?oc=5,google_rss_카카오 카카오페이 when:2d,99.8,72.5,"ai_agent,ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 ai가 실적 견인하기 시작했다 에이전틱 ai 수익화 본격화,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 ai가 실적 견인하기 시작했다 에이전틱 ai 수익화 본격화,self_direct_risk,,,,
182,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 2분기 역대 최대 실적…하반기 'AI 대중화' 승부수",카카오 2분기 역대 최대 실적 하반기 ai 대중화 승부수,v.daum.net,v.daum.net,"Thu, 06 Aug 2026 07:11:49 GMT","카카오, 2분기 역대 최대 실적…하반기 'AI 대중화' 승부수 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1qcWpGYkJWRlVEUE1yeDQwM280Nk5Rd0ZfM1VIMkFXU1l1UHlQeEszc2Vvc1BkV2NCRHhvcUNiUmNYRGpWMzRBU1RIeDloV0RxdHlaTA?oc=5,google_rss_카카오 AI when:2d,99.8,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 2분기 역대 최대 실적 하반기 ai 대중화 승부수,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 2분기 역대 최대 실적 하반기 ai 대중화 승부수,self_direct_risk,,,,
149,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오 호실적 뒤 가려진 웹툰 부진과 AI 수익화,카카오 호실적 뒤 가려진 웹툰 부진과 ai 수익화,리드경제,리드경제,"Thu, 06 Aug 2026 06:08:57 GMT",카카오 호실적 뒤 가려진 웹툰 부진과 AI 수익화 리드경제,https://news.google.com/rss/articles/CBMib0FVX3lxTE03MjZUYkk3REhzU2k2bDVyWXo1ZWpfdDUxeHJmeXd1eG9jM2RrYlpDVWlIMmpMeWVHeVNIYUNVcjFLX3RjT0dteV9DMGhXdW1BT1l2T1l2azVCMjNDQ1BxeVpITnQybEJmSWRZOHBFbw?oc=5,google_rss_카카오 카나나 when:2d,99.8,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 호실적 뒤 가려진 웹툰 부진과 ai 수익화,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 호실적 뒤 가려진 웹툰 부진과 ai 수익화,self_direct_risk,,,,
311,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 역대 최대 실적… AI 수익화 본격화",카카오 역대 최대 실적 ai 수익화 본격화,시사위크,시사위크,"Thu, 06 Aug 2026 04:43:37 GMT","카카오, 역대 최대 실적… AI 수익화 본격화 시사위크",https://news.google.com/rss/articles/CBMib0FVX3lxTE1HR1VGRmdqT3QwdnFBRVVMMDRXbmFJSi1uSGpWTmh1QVR0SEtqUjR1YVNObkJaQmJzc1Roc0NhdnBHVGlCZTZvaS1YTzl3bzBPaFotNVk3ZGVCSTZmdVAyWHJHRnJMZE14VGppSUVxNNIBb0FVX3lxTE1HR1VGRmdqT3QwdnFBRVVMMDRXbmFJSi1uSGpWTmh1QVR0SEtqUjR1YVNObkJaQmJzc1Roc0NhdnBHVGlCZTZvaS1YTzl3bzBPaFotNVk3ZGVCSTZmdVAyWHJHRnJMZE14VGppSUVxNA?oc=5,google_rss_카카오 실적 when:2d,99.8,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 역대 최대 실적 ai 수익화 본격화,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 역대 최대 실적 ai 수익화 본격화,self_direct_risk,,,,
63,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'최대실적' 카카오 ""카톡 AI 1000만 이용자 모은다""",최대실적 카카오 카톡 ai 1000만 이용자 모은다,v.daum.net,v.daum.net,"Thu, 06 Aug 2026 04:39:00 GMT","'최대실적' 카카오 ""카톡 AI 1000만 이용자 모은다"" v.daum.net",https://news.google.com/rss/articles/CBMiS0FVX3lxTFB1MzNTLTFWbEVKXy1fNkVicGVab3BvLWlfbDB4ODNBYlRQQXRpVW93OG1fdDdCWWtHTzVWYmlZSmg2cG1GT0Exay10dw?oc=5,google_rss_카카오 when:2d,99.8,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,"카카오,카카오서비스,카카오톡",,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오+카카오서비스:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:최대실적 카카오 카톡 ai 1000만 이용자 모은다,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:최대실적 카카오 카톡 ai 1000만 이용자 모은다,self_direct_risk,,,,
52,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 2분기 매출 2조·영업익 2770억...""역대 분기 최대 실적""",카카오 2분기 매출 2조 영업익 2770억 역대 분기 최대 실적,AI타임스,AI타임스,"Thu, 06 Aug 2026 03:09:03 GMT","카카오, 2분기 매출 2조·영업익 2770억...""역대 분기 최대 실적"" AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE5KeFNFblFrSHQxcEhyUFVCOU9YRWJMV0VkTUdXdmtvN0otSUI1MHM4akNCbVo5LXJmX3h5cDVFbUU3TlBGd3VNNEhsTS0zNWtkMXo2T1NhNzVXMkNNVHNNdl92SDFLZ21Da1E?oc=5,google_rss_카카오 when:2d,99.8,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 2분기 매출 2조 영업익 2770억 역대 분기 최대 실적,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 2분기 매출 2조 영업익 2770억 역대 분기 최대 실적,self_direct_risk,,,,
372,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"카카오엔터프라이즈, 이재한 신임 대표이사 선임",카카오엔터프라이즈 이재한 신임 대표이사 선임,ajunews.com,ajunews.com,"Thu, 06 Aug 2026 05:49:40 GMT","카카오엔터프라이즈, 이재한 신임 대표이사 선임 ajunews.com",https://news.google.com/rss/articles/CBMiWEFVX3lxTFBzNXBsTWRUWmxOaUhqZ1BxYmc2ZW5wTlpUaThhMmNrck16STdOTm5iby1LblBKS180QkllWjNmX2EtckV1RGtqY055ZUhUaEFJdnBJZk5TNVHSAVhBVV95cUxQczVwbE1kVFpsTmlIamdQcWJnNmVucE5aVGk4YTJja3JNekk3Tk5uYm8tS25QSktfNEJJZVozZl9hLXJFdURramNOeWVIVGhBSXZwSWZOUzVR?oc=5,"google_rss_""카카오톡"" when:2d",99.8,65.5,leadership_change,leadership_change,"카카오,카카오엔터",brand_not_in_title,,Y,must_review:self_strict:leadership_service:leadership_change,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:leadership_service:kakao:executive_change,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,leadership_change,self:leadership_service,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_leadership_service,global_incident:leadership_service:kakao:executive_change,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:leadership_service:kakao:executive_change,self_leadership_service,,,,
78,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오뱅크의 실적과 성장 전략,카카오뱅크의 실적과 성장 전략,메디컬투데이,메디컬투데이,"Thu, 06 Aug 2026 09:28:08 GMT",카카오뱅크의 실적과 성장 전략 메디컬투데이,https://news.google.com/rss/articles/CBMibEFVX3lxTE5PVXFvcW9HLXRfTkhiUldvdTQ5NDhVR1NIYXc2TGFkTld3NmswRkNCbGNqcjZsYWdxYlAwRjRycEc4OTF1YjBRVjdfekExM1ZBVzUtS0c1Tl92OUFNdUVXelItSmh2LVhYTWNMaQ?oc=5,google_rss_카카오 when:2d,99.8,60.0,"earnings,financial_performance,policy_legislation",financial_performance,"카카오,카카오뱅크",,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오+카카오뱅크:financial_performance+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,"policy_legislation,financial_performance",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오뱅크의 실적과 성장 전략,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오뱅크의 실적과 성장 전략,self_direct_risk,,,,
316,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 광고·커머스 회복에 분기 최대 실적… 영업이익 36% 늘었다",카카오 광고 커머스 회복에 분기 최대 실적 영업이익 36 늘었다,비즈트리뷴,비즈트리뷴,"Thu, 06 Aug 2026 07:19:23 GMT","카카오, 광고·커머스 회복에 분기 최대 실적… 영업이익 36% 늘었다 비즈트리뷴",https://news.google.com/rss/articles/CBMicEFVX3lxTE42V3Rja0lsZk5XRVJybWZOTHU0N2pUZF9yV1cweVFmTG1KUktrZmNmd0g5bFQ5Ny1UZERlLS1MU2c2Q29XT1IzYTJzLVk3Zm50djRNYk8tRWdrdDBwMkRiYXJpVXpvaE82NTE4YWEyMC0?oc=5,google_rss_카카오 실적 when:2d,99.8,56.5,"earnings,financial_performance,search_ads",financial_performance,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 광고 커머스 회복에 분기 최대 실적 영업이익 36 늘었다,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 광고 커머스 회복에 분기 최대 실적 영업이익 36 늘었다,self_direct_risk,,,,
297,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 2분기 역대 최대 실적...매출 9%, 영업이익 36% 증가",카카오 2분기 역대 최대 실적 매출 9 영업이익 36 증가,조선일보,조선일보,"Wed, 05 Aug 2026 23:17:17 GMT","카카오, 2분기 역대 최대 실적...매출 9%, 영업이익 36% 증가 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxOZzlsMHlFZ0hqbGVrdkdmWGJFVU5aaXNQNUlDc0JpekJweElIelFWdEhGR3BCalZoSE1aamdjZmUwdDFmWGNuMmFiYm5XY3dfd2pKLU5lOTlieFB0enRpZFpBVVlaSTJjV190bGVkWDJHalp6cXdPNFdwS1RFV3JnWG1UWQ?oc=5,google_rss_카카오 실적 when:2d,99.8,53.5,"earnings,financial_performance",financial_performance,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카카오 2분기 역대 최대 실적 매출 9 영업이익 36 증가,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카카오 2분기 역대 최대 실적 매출 9 영업이익 36 증가,self_direct_risk,,,,
141,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카톡 광고 매출 껑충...카카오 2분기 역대 최대 실적,카톡 광고 매출 껑충 카카오 2분기 역대 최대 실적,매일경제,매일경제,"Thu, 06 Aug 2026 01:52:41 GMT",카톡 광고 매출 껑충...카카오 2분기 역대 최대 실적 매일경제,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5hbUNPbk0zbU1RSHNhMklNYm1WUVlQSlljQlM0Mmp1N0pwU29mZW10UTEzSGg4RHZFeGo4c1YtNVNHVWRVU2JaTVV0amxNUQ?oc=5,google_rss_카카오 매각 when:2d,99.8,53.5,"earnings,financial_performance,search_ads",financial_performance,"카카오,카카오서비스,카카오톡",,,,,,,general,14.0,published_yesterday,direct_risk,event:카카오+카카오서비스:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:카톡 광고 매출 껑충 카카오 2분기 역대 최대 실적,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:카톡 광고 매출 껑충 카카오 2분기 역대 최대 실적,self_direct_risk,,,,
1044,정부/국회,정부_국회,금융위원회,"LS증권 해킹사고 계기로 금감원, 증권사에 이메일 보안 강화 주문",ls증권 해킹사고 계기로 금감원 증권사에 이메일 보안 강화 주문,녹색경제신문,녹색경제신문,"Thu, 06 Aug 2026 00:48:49 GMT","LS증권 해킹사고 계기로 금감원, 증권사에 이메일 보안 강화 주문 녹색경제신문",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBvTE1PbGxlNUFrTmQ1TWZ0VHpvdHMxMjFka3FkLWtrLUxuWHJXT3Rwa0Y0RE5FZzJpQlFvUjdSRHNicnlPMlQwVFRaeC03N0hsVG56aWYya0cxcG5aN1lFT3l0WHB0VGhi?oc=5,google_rss_금융위원회 해킹 when:2d,99.6,70.5,"phishing_security,privacy_security_reliability",security_hacking_incident,금감원,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:privacy_security:financial_authority:privacy_security,general,Y,"industry_basis_pass:actor=False,change=True,bridge=True",2,,,,99.6,"privacy_security_reliability,policy_legislation",government:tech_security_policy,global_incident:privacy_security:financial_authority:privacy_security:general,global_incident:privacy_security:financial_authority:privacy_security,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:privacy_security:financial_authority:privacy_security,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local_low_confidence,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:privacy_security:financial_authority:privacy_security,government_regulatory_enforcement,,,,
