issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude
I074,self_filler_reference:특별간담회 대한민국 물리보안 지속 성장으로 가는 보안의 길 모색,self_filler_reference,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,128.5,2,2,2,1,2676,2676,"[특별간담회] 대한민국 물리보안, 지속 성장으로 가는 보안의 길 모색",v.daum.net,카카오 대외협력 관점 간접 참고,로컬 보조 라벨,False,False
I075,"카카오, 불신의 고리를 끊어야 하는 위기 진단",경영_진단_및_전략,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,127.5,1,2,1,1,26,26,"[명진규의 AI픽] 위기의 카카오, 불신의 고리를 끊어야 산다",아주경제,"카카오의 불신 해소 및 위기 극복 필요성에 대한 진단은 현재 카카오가 직면한 경영상의 어려움을 보여주며, 향후 조직 쇄신 및 신뢰 회복을 위한 경영진의 노력이 필요함을 시사함.","카카오의 현 경영 상황 및 위기 진단에 대한 분석으로, 경영진의 주의 깊은 모니터링 및 대응 전략 수립에 중요한 시사점을 제공함.",False,False
I076,토스뱅크 사장님 사업소득 순위 론칭,금융 서비스,SELF_AFFILIATE_BUSINESS,경쟁사_해외이슈,FILLER_REFERENCE,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,123.5,1,1,1,2,2113,"2113,2195","“내 가게 매출, 동종업계 몇 %?”…토스뱅크, 사장님 ‘사업소득 순위’ 론칭 | “내 가게 매출, 동종업계 몇 %?”…토스뱅크, 사장님 ‘사업소득 순위’ 론칭",v.daum.net | dt.co.kr,토스뱅크의 사장님 사업소득 순위 서비스 론칭은 카카오뱅크의 소상공인 대상 서비스 확장 및 경쟁력 강화 전략에 대한 참고 자료가 될 수 있습니다. 카카오뱅크 역시 소상공인 지원 강화 방안을 검토할 필요가 있습니다.,토스뱅크의 소상공인 대상 신규 서비스 론칭은 카카오뱅크의 금융 서비스 경쟁력 강화에 대한 참고 자료가 됩니다.,False,False
I077,"오픈AI, 챗GPT '에이전트 슈퍼앱' 전환",AI_플랫폼_전략_해외,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,123.25,1,2,1,1,2319,2319,"IPO 앞둔 오픈AI, 챗GPT ‘에이전트 슈퍼앱’으로 대전환",mstoday.co.kr,"오픈AI의 챗GPT를 '에이전트 슈퍼앱'으로 전환하려는 전략은 AI 플랫폼의 진화 방향을 보여주며, 카카오의 AI 서비스 개발 및 플랫폼 전략 수립에 중요한 참고 자료가 됨.",글로벌 AI 선두 주자인 오픈AI의 플랫폼 전략 변화는 카카오의 AI 서비스 경쟁력 확보 및 미래 전략 수립에 필수적인 참고 자료임.,False,False
I078,"스페이스X, 구글과 AI 클라우드 계약",AI_클라우드_협력_해외,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,122.25,1,2,1,1,2269,2269,"IPO 앞둔 스페이스X, 구글과 40조원대 AI 클라우드 계약",mstoday.co.kr,"스페이스X와 구글의 대규모 AI 클라우드 계약은 빅테크 기업들의 AI 인프라 투자 확대 및 클라우드 시장 경쟁 심화를 보여주며, 카카오의 클라우드 사업 전략 수립 시 참고할 만함.","글로벌 AI 클라우드 시장의 경쟁 동향을 보여주는 중요한 사례로, 카카오의 클라우드 사업 전략 수립 및 경쟁력 강화 방안 모색에 필수적임.",False,False
I079,"오픈AI, IPO 앞두고 챗GPT '슈퍼앱' 선보여",AI_플랫폼_전략_해외,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,122.25,1,2,1,1,2342,2342,"오픈AI, IPO 앞두고 챗GPT 대수술…""코딩·AI에이전트 합친 '슈퍼앱' 선보여""",뉴시스,"오픈AI의 챗GPT를 '에이전트 슈퍼앱'으로 전환하려는 전략은 AI 플랫폼의 진화 방향을 보여주며, 카카오의 AI 서비스 개발 및 플랫폼 전략 수립에 중요한 참고 자료가 됨.",글로벌 AI 선두 주자인 오픈AI의 플랫폼 전략 변화는 카카오의 AI 서비스 경쟁력 확보 및 미래 전략 수립에 필수적인 참고 자료임. (2319번 기사와 유사 내용),False,False
I080,"한컴 데이터 주권, 소버린 에이전틱 OS 시장 진출",AI 에이전트 OS,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,121.75,1,1,1,1,2646,2646,"한컴 데이터 주권 선점, 소버린 에이전틱 OS시장 진출",네이버 프리미엄콘텐츠,AI 에이전트 OS 시장 진출 및 데이터 주권 확보 경쟁 동향 파악.,"한컴의 AI 에이전트 OS 시장 진출은 AI 에이전트 생태계 구축 경쟁의 심화를 보여주며, 카카오의 AI 에이전트 관련 사업 전략 수립에 참고해야 할 경쟁사 동향입니다. / v23_category_reassign:industry_item_is_competitor_issue",False,False
I081,AI 서버 전력 소비 규제,AI 에너지 소비,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,,other,121.5,1,1,1,1,1564,1564,"AI 서버 랙 하나가 65가구분 전력을 삼킨다, 미국 30개 주 300건 법안의 경고",한국데이터경제신문,"AI 서버의 막대한 전력 소비량과 관련한 미국 30개 주의 300건 법안은, 카카오의 AI 인프라 구축 및 운영 비용에 영향을 줄 수 있는 규제 동향임.",AI 서버의 에너지 소비 관련 규제 동향은 카카오의 AI 인프라 구축 및 운영 전략에 직접적인 영향을 미칠 수 있으므로 주목해야 함.,False,False
I082,AI 정책 컨트롤타워 인선/공백,AI 정책,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,other,121.5,1,1,1,1,355,355,청와대 수석 등 AI 정책 컨트롤타워 공백 한 달째…“후임 인선 시급”,전자신문,"청와대 수석 등 AI 정책 컨트롤타워 공백이 한 달째 이어지고 있다는 점은, 정책 결정 및 추진 속도에 영향을 미칠 수 있으며, 카카오의 AI 정책 대응에도 간접적인 영향을 줄 수 있음.","AI 정책 컨트롤타워 공백은 정부의 AI 정책 추진 방향에 불확실성을 야기하며, 이는 카카오의 정책 환경에도 영향을 줄 수 있음. / v23_category_reassign:government_without_policy_basis",False,False
I083,"기업 출신 총리 한성숙, AI 대전환 이끌 적임자",AI_정부정책_인사,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,,other,121.0,1,1,1,1,1269,1269,[AI 정부정책] “AI 대전환 이끌 적임자”…첫 기업 출신 총리 한성숙은 누구인가,AI라이프경제,"기업 출신 총리의 AI 정책 리더십 부각은 민간의 AI 기술 및 사업 역량을 활용한 정부 정책 추진 가능성을 높이며, 카카오의 정부 정책 협력 및 사업 기회 발굴에 긍정적인 영향을 줄 수 있음.","정부의 AI 정책 리더십 변화는 카카오의 AI 사업 방향 및 정부와의 협력에 직접적인 영향을 미칠 수 있으므로, 반드시 인지하고 있어야 하는 사안임.",False,False
I084,AI 팩토리용 '산업 월드모델' 개발,AI 팩토리,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,other,117.5,1,1,1,1,2666,2666,"트릴리온랩스, 엔비디아 플랫폼 활용 AI 팩토리용 ‘산업 월드모델' 개발",디일렉,AI 기술을 활용한 스마트 팩토리 구축 및 산업 자동화 동향 파악.,"AI 기술의 스마트 팩토리 및 산업 자동화 분야 적용은 카카오의 AI 기술이 진출할 수 있는 잠재적 시장을 보여주며, 관련 동향을 파악하는 것은 중요합니다. / v23_category_reassign:industry_item_is_competitor_issue",False,False
I085,디지털자산기본법 제정 지연,디지털자산기본법,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,STRATEGIC_REFERENCE,GOV_DIGITAL_FINANCE_POLICY,,other,114.5,1,1,1,3,784,"784,862,831","지선 끝났는데 또 미뤄진 디지털자산기본법…업계 ""답답함 넘어 분통"" | 지선 끝났는데 또 미뤄진 디지털자산기본법…업계 ""답답함 넘어 분통"" | 지선 끝났는데 또 미뤄진 디지털자산기본법…업계 ""답답함 넘어 분통""",v.daum.net | 네이트 | 더팩트,"디지털자산기본법 제정 지연은 카카오의 디지털 자산 관련 사업 전략 수립에 영향을 미칠 수 있는 중요한 정책 환경 변화임. / 디지털자산기본법 제정이 지연되면서 관련 시장의 불확실성이 증대되고 있으며, 이는 카카오의 디지털 자산 관련 사업 전략 수립에 영향을 미칠 수 있음. / 디지털자산기본법 제정 지연은 관련 시장의 불확실성을 증대시키고, 이는 카카오의 디지털 자산 관련 사업 추진에 영향을 줄 수 있음.",디지털자산기본법 제정 지연은 카카오의 잠재적 사업 영역에 불확실성을 야기하므로 주목할 필요가 있음. self_tier를 STRATEGIC_REFERENCE로 부여하여 카카오의 전략적 참고사항임을 명시. / 디지털자산기본법 제정 지연은 카카오의 잠재적 사업 영역에 불확실성을 야기하므로 주목할 필요가 있음. / v23_category_reassign:government_without_policy_basis / 디지털자산기본법 제정 지연은 카카오의 잠재적 사업 영역에 불확실성을 야기하므로 주목할 필요가 있음.,False,False
I086,네이버웹툰 상장 분쟁 및 집단 소송,IPO 관련 법적 리스크,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,114.25,1,1,1,1,1750,1750,[네이버웹툰 상장분쟁①] 부실 IPO 후폭풍?…상장 3개월 만에 집단소송 피소,the-biz.co.kr,네이버웹툰의 상장 분쟁 및 집단 소송 사례는 카카오의 향후 IPO 계획 및 관련 법적 리스크 관리에 대한 중요한 참고 자료가 될 수 있습니다. 특히 해외 법인 상장 시 발생할 수 있는 분쟁 유형을 파악하여 예방책을 마련해야 합니다.,네이버웹툰의 상장 분쟁 및 집단 소송 사례는 카카오의 향후 IPO 계획 및 관련 법적 리스크 관리에 대한 중요한 참고 자료가 됩니다.,False,False
I087,국방 AI 발전 세미나,국방 AI,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,other,113.5,1,1,1,1,2619,2619,제3회 국방 AI 발전 세미나 개최···“국방 AI 거버넌스와 민·군 융합 전략 모색”,전자신문,"국방 분야 AI 기술 발전 동향 및 정책 방향 파악, 관련 사업 기회 모색.","국방 AI 발전 전략 및 거버넌스 논의는 정부의 AI 기술 적용 의지를 보여주며, 카카오의 AI 기술이 적용될 수 있는 잠재적 분야에 대한 정책적 시사점을 제공합니다. / v23_category_reassign:industry_item_is_competitor_issue",False,False
I088,AI 기반 생애주기 건강관리 전략 논의,AI 헬스케어,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,,other,111.5,1,1,1,1,2636,2636,"디지털헬스학회, “AI 기반 생애주기 건강관리 전략 모색”",라포르시안,AI 기반 헬스케어 서비스 발전 방향 및 정책 논의 동향 파악.,"AI 기술의 헬스케어 분야 적용은 카카오의 AI 기술이 확장될 수 있는 새로운 시장을 보여주며, 관련 정책 동향을 파악하는 것은 중요합니다. / v23_category_reassign:industry_item_is_policy_issue",False,False
I089,의료 AI 기술 발전 논의,의료 AI,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,other,111.0,1,1,1,2,2628,"2628,2624","전북대병원, 의료 AI 세미나 성료…“에이전틱 AI·피지컬 AI가 미래 의료 이끈다” | 전북대병원, 차세대 의료 AI 기술 발전 방향 논의",후생신보 | 간호사신문,의료 분야 AI 기술 적용 및 발전 동향 파악.,"의료 AI 분야의 기술 발전 논의는 AI 기술의 사회적 적용 사례를 보여주며, 카카오의 AI 기술이 진출할 수 있는 잠재적 시장을 이해하는 데 도움이 됩니다. / v23_category_reassign:industry_item_is_competitor_issue",False,False
I090,디지버스(Digiverse) AI신경제 플랫폼 확산,AI 신경제 플랫폼,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,other,109.5,1,1,1,1,2698,2698,"디지버스(Digiverse) AI신경제 플랫폼 전 세계 확산, 2026년 6월 튀르키예·독일·일본 현황",AI넷,AI 신경제 플랫폼의 글로벌 확산 동향 파악.,"AI 신경제 플랫폼의 글로벌 확산은 AI 기술이 경제 전반에 미치는 영향과 플랫폼의 중요성을 보여주며, 카카오의 AI 사업 전략 및 글로벌 확장 계획 수립에 중요합니다. / v23_category_reassign:industry_item_is_competitor_issue",False,False
I091,"카카오벤처스, AI 기반 롱제비티 스타트업 '탭제로' 시드 투자",투자_및_성장,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,108.5,2,3,2,3,86,"86,95,120","카카오벤처스, AI 기반 롱제비티 스타트업 '탭제로' 시드 투자 | AI가 ‘무병장수’ 돕는다...카카오벤처스, 스타트업 탭제로 시드 투자 | 카카오벤처스, AI 기반 롱제비티 스타트업 '탭제로' 시드 투자",아시아경제 | v.daum.net | 네이트,카카오벤처스의 AI 기반 헬스케어 스타트업 투자 결정은 카카오의 미래 성장 동력 확보 및 신기술 동향 파악 측면에서 중요함. AI 기술의 헬스케어 분야 적용 가능성을 보여주는 사례임.,"카카오벤처스의 AI 기반 헬스케어 스타트업 투자 건으로, AI 기술의 신규 영역 적용 가능성을 보여주므로 참고 가치 있음. / v23_guardrail_fail:kakao_ventures_seed_investment_promo / 카카오벤처스의 AI 기반 헬스케어 스타트업 투자 건으로, AI 기술의 신규 영역 적용 가능성을 보여주므로 참고 가치 있음. (86번 기사와 유사 내용) / v23_guardrail_fail:kakao_ventures_seed_investment_promo / 카카오벤처스의 AI 기반 헬스케어 스타트업 투자 건으로, AI 기술의 신규 영역 적용 가능성을 보여주므로 참고 가치 있음. (86, 95, 97번 기사와",False,True
I092,AI 기반 에너지 이슈 분석·정보 검증 협력,AI 에너지 이슈,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,,other,108.5,1,1,1,1,2649,2649,"뉴엔AI-한국에너지정보문화재단, AI 기반 에너지 이슈 분석·정보 검증 협력",디지틀조선일보,AI 기술을 활용한 에너지 산업 관련 이슈 분석 및 정보 검증 동향 파악.,"AI 기술의 에너지 산업 적용은 카카오의 AI 기술이 사회적 문제 해결에 기여할 수 있는 가능성을 보여주며, 관련 협력 동향을 파악하는 것은 중요합니다.",False,False
I093,"생성형 AI, 게임 개발 혁신",생성형 AI 게임 개발,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,,other,107.5,1,1,1,1,2623,2623,"`생성형 AI`, 게임 개발 혁명의 트리거…파이프라인 재편 본격화 [AI, 게임 개발의 새 문법上]",디지털데일리,게임 개발 분야의 생성형 AI 활용 트렌드 및 기술 동향 파악.,"게임 개발 분야에서의 생성형 AI 활용은 AI 기술의 산업별 적용 사례를 보여주며, 카카오 게임 사업 전략 수립에 참고할 수 있습니다. 다만, 직접적인 정책 이슈보다는 산업 동향에 가깝습니다. / v23_category_reassign:industry_item_is_policy_issue",False,False
I094,카카오게임즈 최대주주 변경 및 공동대표 체제,게임 사업,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,107.0,1,1,1,3,113,"113,114,126","라인 품에 안긴 카카오게임즈, 김태환·이시우 '투톱 체제'로 체질 개선 승부 | 라인야후 품에 안긴 카카오게임즈…새 경영진 꾸리고 반등 노린다 | 라인야후 품에 안긴 카카오게임즈…새 경영진 꾸리고 반등 노린다",핀포인트뉴스 | v.daum.net | 진일보,"카카오게임즈의 라인야후 인수 및 경영진 개편은 게임 사업의 전략적 방향성 및 성과 개선 노력에 대한 참고 자료가 될 수 있으며, 향후 카카오의 게임 사업 전략 수립에 영향을 줄 수 있습니다.",카카오게임즈의 라인야후 인수 및 경영진 개편은 게임 사업의 전략적 방향성 및 성과 개선 노력에 대한 참고 자료가 됩니다.,False,False
I095,생성형 AI 추천 로펌 동향,생성형 AI 법률 서비스,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,,other,106.5,1,1,1,1,2634,2634,"[D-BIZ 로펌 동향] 생성형 AI 추천 로펌 283곳…대형로펌도 완전 선점 못해, ‘GEO 경쟁’ 본격화",데일리비즈온,법률 서비스 분야에서의 생성형 AI 활용 및 경쟁 구도 변화 파악.,"법률 서비스 분야에서의 생성형 AI 활용은 AI 기술의 산업별 적용 사례를 보여주며, 카카오의 AI 기술이 진출할 수 있는 잠재적 시장을 이해하는 데 도움이 됩니다. 다만, 직접적인 정책 이슈보다는 산업 동향에 가깝습니다. / v23_category_reassign:industry_item_is_competitor_issue",False,False
I096,새만금 AI·수소도시 추진,AI 수소도시,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,,other,106.5,1,1,1,1,2651,2651,"'새만금 AI·수소도시' 속도…김윤덕 장관, 베이징·내몽골 수소생태계 점검",네이트,AI 및 수소 에너지 기술을 활용한 도시 개발 정책 동향 파악.,"AI 기술이 도시 개발 및 에너지 분야에 통합되는 사례는 카카오의 AI 기술이 적용될 수 있는 새로운 영역을 보여주며, 관련 정책 동향을 파악하는 것은 중요합니다.",False,False
I097,부산시 디지털대전환(DX·AX) 포럼,지역 AI/디지털 전환,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,,other,106.5,1,1,1,1,2635,2635,"부산시, ‘디지털대전환(DX·AX) 포럼’ 개최…데이터·AI로 산업 혁신 모색",뉴스21일간,지역의 AI 및 디지털 전환 정책 방향 및 추진 현황 파악.,"부산시의 AI 및 데이터 기반 산업 혁신 모색은 지역 단위의 디지털 전환 정책 추진 사례를 보여주며, 카카오의 지역 사업 연계 및 공공 데이터 활용 전략 수립에 참고가 될 수 있습니다.",False,False
I098,"카카오벤처스, 탭제로 시드 투자",투자_및_성장,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,105.5,2,3,2,1,70,70,"AI가 ‘무병장수’ 돕는다...카카오벤처스, 스타트업 탭제로 시드 투자",매일경제,카카오벤처스의 AI 기반 헬스케어 스타트업 투자 결정은 미래 성장 동력 발굴 및 신기술 동향 파악 측면에서 중요함.,"카카오벤처스의 스타트업 투자 건으로, AI 기술을 활용한 헬스케어 분야 진출 가능성을 보여주므로 참고 가치 있음. / v23_guardrail_fail:kakao_ventures_seed_investment_promo",False,True
I099,"탭제로, AI 롱제비티 시장 공략 본격화…카카오벤처스 시드 투자 유치",투자_및_성장,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,105.5,2,3,2,1,97,97,"탭제로, AI 롱제비티 시장 공략 본격화…카카오벤처스 시드 투자 유치",스타트업투데이,카카오벤처스의 AI 기반 헬스케어 스타트업 투자 결정은 카카오의 미래 성장 동력 확보 및 신기술 동향 파악 측면에서 중요함. AI 기술의 헬스케어 분야 적용 가능성을 보여주는 사례임.,"카카오벤처스의 AI 기반 헬스케어 스타트업 투자 건으로, AI 기술의 신규 영역 적용 가능성을 보여주므로 참고 가치 있음. (86, 95번 기사와 유사 내용) / v23_guardrail_fail:simple_mou_pr_or_low_materiality",False,True
I100,"메타툰, 네이버·카카오 독점 라인업 확대",콘텐츠 사업,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,105.0,1,1,1,1,44,44,"메타툰, 네이버·카카오 독점 라인업 확대...여름 신작 웹툰 57종 공개",비욘드포스트,"메타툰의 네이버, 카카오 독점 라인업 확대는 웹툰 시장의 경쟁 심화를 보여주며, 카카오엔터테인먼트의 콘텐츠 확보 전략 및 경쟁사와의 차별화 방안 모색에 대한 참고 자료가 될 수 있습니다.","메타툰의 네이버, 카카오 독점 라인업 확대는 웹툰 시장의 경쟁 심화를 보여주며, 카카오엔터테인먼트의 콘텐츠 전략에 대한 참고 자료가 됩니다.",False,False
I101,"AI 기반 롱제비티 스타트업 ‘탭제로’, 카카오벤처스에서 시드 투자 유치",투자_및_성장,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,104.75,2,3,2,1,96,96,"AI 기반 롱제비티 스타트업 ‘탭제로’, 카카오벤처스에서 시드 투자 유치",플래텀(Platum),카카오벤처스의 AI 기반 헬스케어 스타트업 투자 결정은 카카오의 미래 성장 동력 확보 및 신기술 동향 파악 측면에서 중요함. AI 기술의 헬스케어 분야 적용 가능성을 보여주는 사례임.,"카카오벤처스의 AI 기반 헬스케어 스타트업 투자 건으로, AI 기술의 신규 영역 적용 가능성을 보여주므로 참고 가치 있음. (86, 95, 120번 기사와 유사 내용) / v23_guardrail_fail:simple_mou_pr_or_low_materiality",False,True
I102,카카오페이 '사각사각 서포터즈' 모집,카카오페이 포용금융,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,102.0,1,1,1,5,186,"186,188,55,194,132","카카오페이, 청년 디지털 금융 리더 '사각사각 서포터즈' 모집 | 카카오페이, 청년들과 디지털 금융 사각지대 해소 나서 | 카카오페이, '사각사각 서포터즈' 100명 모집…포용금융 인재 육성 | ""카카오페이와 함께 할 청년 디지털 금융 리더 찾아요"" | 카카오페이, 아이들과미래재단과 디지털 금융 격차 해소 위한 ‘사각사각 서포터즈’ 모집 내용은?",이데일리 | 뉴스1 | 뉴시스 | 파이낸셜뉴스 | 뉴스워커,카카오페이의 청년 금융 이해도 증진 및 포용 금융 실천 노력.,"카카오페이의 포용금융 및 사회 공헌 활동으로, 직접적인 정책 영향보다는 브랜드 이미지 제고 측면에서 참고.",False,False
I103,오픈AI 챗GPT 슈퍼앱 개편,AI 서비스 개편,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,100.75,1,1,1,4,2375,"2375,2324,2335,2329","오픈AI, 상장 앞두고 챗GPT 개편…'코덱스' 힘준다 | 앤트로픽 의식했나…IPO 앞둔 오픈AI, 챗GPT ‘슈퍼앱’ 개편 | [숏폼] 오픈AI, IPO앞두고 챗 GPT대개편 '슈퍼앱' 변신 승부수 | 오픈AI, IPO 앞두고 챗GPT… '슈퍼앱' 으로 전환 계획",이데일리 | 지디넷코리아 | biz.sbs.co.kr. | 팩트인뉴스,"오픈AI의 챗GPT 슈퍼앱 개편 움직임은 카카오의 AI 서비스 확장 및 통합 전략에 대한 시사점을 제공하며, 사용자 경험을 향상시키기 위한 통합 플랫폼 구축 방안을 검토하는 데 참고가 될 수 있습니다.",오픈AI의 챗GPT 슈퍼앱 개편은 카카오의 AI 서비스 전략 및 플랫폼 구축 방안 수립에 중요한 참고 자료가 됩니다.,False,False
I104,가상자산 거래소 투자,가상자산,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,97.5,1,1,1,1,1426,1426,카드사가 가상자산거래소 주주로?…삼성카드 두나무 진입 목적은 [머니+],에너지경제신문,"카드사의 가상자산 거래소(두나무) 주주 진입은 핀테크 및 금융 시장의 지각 변동을 예고하며, 카카오의 금융 서비스 확장 전략에 대한 시사점을 제공함.","카드사의 가상자산 거래소 투자 확대는 핀테크 및 금융 시장의 경쟁 환경 변화를 보여주는 지표로, 카카오의 금융 서비스 전략에 대한 시사점이 있음. / v23_category_reassign:government_without_policy_basis",False,False
I105,가상자산 거래소 피해 보상,가상자산,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,97.5,1,1,1,1,2748,2748,빗썸 25억·업비트 8억…가상자산 거래소 피해 보상금 지급,네이트,"주요 가상자산 거래소들의 피해 보상금 지급 사례는 시장의 안정성 및 투자자 보호와 관련된 중요한 동향으로, 카카오의 관련 사업 운영 시 참고할 만함.","가상자산 거래소의 피해 보상 사례는 시장의 안정성과 투자자 보호 관련 이슈로, 카카오의 잠재적 사업 운영에 참고할 만함. / v23_category_reassign:government_without_policy_basis",False,False
I106,가상자산 시장 동향,가상자산,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,97.5,1,1,1,1,1392,1392,가상자산 약세장 뚫은 HYPE…온체인 선물거래소가 뭐길래,supple.kr,"HYPE 등 온체인 선물거래소가 가상자산 약세장에서도 성장세를 보이는 것은 관련 시장의 새로운 동향을 보여주며, 카카오의 잠재적 진출 가능성을 시사함.","가상자산 시장의 새로운 트렌드를 보여주는 기사로, 카카오의 잠재적 사업 영역에 대한 시사점을 제공함. / v23_category_reassign:government_without_policy_basis",False,False
I107,가상자산 규제 패권,가상자산,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,97.5,1,1,1,1,875,875,"""법안 하나에 40조 달러가 걸렸다""...비트코인(BTC), 규제 패권 빼앗기나",코인리더스,글로벌 가상자산 시장에서 규제 패권을 둘러싼 논의는 카카오의 향후 가상자산 관련 사업 진출 시 중요한 법적·제도적 환경이 될 수 있음.,가상자산 시장의 글로벌 규제 패권 논의는 카카오의 잠재적 사업 영역에 중요한 영향을 미칠 수 있어 주목할 필요가 있음. / v23_category_reassign:government_without_policy_basis,False,False
I108,챗GPT 보안 모드 도입,AI 서비스 보안,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,96.75,1,1,1,1,2359,2359,"챗GPT, 웹·에이전트 기능 제한하는 보안 모드 도입…민감정보 보호 강화",데일리시큐,"오픈AI의 챗GPT 보안 모드 도입은 카카오의 AI 서비스 보안 및 개인정보 보호 강화 전략에 참고가 될 수 있으며, AI 에이전트 기능의 안전성 확보 방안을 검토하는 데 도움이 됩니다.",오픈AI의 챗GPT 보안 모드 도입은 카카오의 AI 서비스 보안 및 개인정보 보호 강화 전략 수립에 중요한 참고 자료가 됩니다.,False,False
I109,AI 앱 수수료 수익,AI 앱 생태계,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,94.75,1,1,1,1,2374,2374,"""재주는 챗GPT가 넘고 돈은 애플이?""…AI 앱 수수료로만 1조원 `훌쩍`",디지털데일리,"챗GPT 및 AI 앱의 높은 수수료 수익은 카카오의 AI 기반 서비스 수익화 모델 및 수수료 정책 수립에 대한 시사점을 제공하며, 개발자 수익 배분 방안을 검토하는 데 참고가 될 수 있습니다.",AI 앱 생태계의 높은 수수료 수익은 카카오의 AI 서비스 수익화 전략 및 앱 생태계 조성 방안 수립에 중요한 참고 자료가 됩니다.,False,False
I110,스페이스X·오픈AI·앤트로픽 IPO 경쟁,IPO 경쟁,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,94.25,1,1,1,1,2337,2337,상장 규모만 2000억달러 ‘스페이스X·오픈AI·앤트로픽’… 지수 끌어내릴 수도,세계일보,"스페이스X, 오픈AI, 앤트로픽 등 빅테크 기업들의 대규모 IPO 경쟁은 AI 및 우주 산업 투자 동향에 대한 시사점을 제공합니다. 카카오의 투자 및 사업 확장 전략 수립에 참고가 될 수 있습니다.",주요 빅테크 기업들의 대규모 IPO 경쟁은 AI 및 첨단 기술 분야의 투자 동향과 시장 전망을 보여줍니다.,False,False
