id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
303,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""카톡에 내가 만든 AI 서비스가?""…카카오, 에이전트 공모전 개최",카톡에 내가 만든 ai 서비스가 카카오 에이전트 공모전 개최,네이트,네이트,"Wed, 17 Jun 2026 00:41:00 GMT","""카톡에 내가 만든 AI 서비스가?""…카카오, 에이전트 공모전 개최 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE4wR0J0WXVpVml3THVsSlNjLUFEZjNqNWpSQnlnQkVTZk5ESkVxNFR0LWtEYjkxY2VZWjg4WjdLb1htZXQ5SVl0b3lfMmF5dGRxRVV3?oc=5,google_rss_카카오 개인정보 when:2d,77.3,29.5,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오서비스,카카오톡",,,,,,,general,24.0,published_today,business_change,event:카카오+카카오서비스:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,77.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카톡에 내가 만든 ai 서비스가 카카오 에이전트 공모전 개최,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카톡에 내가 만든 ai 서비스가 카카오 에이전트 공모전 개최,self_strategic_reference,,,
157,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""내가 만든 AI 서비스가 카톡 속으로"" 카카오, 'AGENTIC PLAYER 10' 전격 개최",내가 만든 ai 서비스가 카톡 속으로 카카오 agentic player 10 전격 개최,네이트,네이트,"Wed, 17 Jun 2026 00:38:00 GMT","""내가 만든 AI 서비스가 카톡 속으로"" 카카오, 'AGENTIC PLAYER 10' 전격 개최 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBkXzQ2VWJ0THRVOVY5c2c3bVdfZ3VKNUhqbXotbXhmd2FIbVVOZnRnNWNtWVFFSFV4cUlKYVdOOUM2bmV6V0UwM3NKeFZrMkF3emdETmI2clJObklEdHg0eQ?oc=5,google_rss_카카오 AI when:2d,77.3,29.5,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오서비스,카카오톡",,,,,,,general,24.0,published_today,business_change,event:카카오+카카오서비스:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,77.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:내가 만든 ai 서비스가 카톡 속으로 카카오 agentic player 10 전격 개최,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:내가 만든 ai 서비스가 카톡 속으로 카카오 agentic player 10 전격 개최,self_strategic_reference,,,
24,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, ‘AGENTIC PLAYER 10’ 개최…“AI 서비스 발굴”",카카오 agentic player 10 개최 ai 서비스 발굴,파이낸셜투데이,파이낸셜투데이,"Wed, 17 Jun 2026 00:35:28 GMT","카카오, ‘AGENTIC PLAYER 10’ 개최…“AI 서비스 발굴” 파이낸셜투데이",https://news.google.com/rss/articles/CBMia0FVX3lxTE1ObmxrT1BSQkpYTlJkdFpUZzhCZXZpQjJtclF6cERvcG1SV3FhNTJqRzRNdnFQbjlqS3VGTVczUTVwQXlnSUhHV2lqbWp5bDZsQ040YnZVRmhBcGkxQ3NobUVIa2Q4eUR4WVJJ0gFuQVVfeXFMUE5na2Q3ZVhBSW9NTDNUUDZjdlBDdkYxZUtpR3NJWnBBaEVYWDhuUlZxSVAteGJpdzZVTWJmQmp2cHFFcngxMW1FMmpwOENrWmpPOXBjYXp1Nkt4cGJ1U1lDUWw2MlNSRDJoSG56TlE?oc=5,google_rss_카카오 when:2d,77.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,24.0,published_today,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,77.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 agentic player 10 개최 ai 서비스 발굴,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 agentic player 10 개최 ai 서비스 발굴,self_strategic_reference,,,
70,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 에이젠틱 AI 서비스 공모전 ‘에이젠틱 플레이어 10’ 개최",카카오 에이젠틱 ai 서비스 공모전 에이젠틱 플레이어 10 개최,인더뉴스,인더뉴스,"Wed, 17 Jun 2026 00:34:22 GMT","카카오, 에이젠틱 AI 서비스 공모전 ‘에이젠틱 플레이어 10’ 개최 인더뉴스",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1sMllwVE81TWlsc0pnOXJBQXo5M2N6d2JLM3lJMXZrbjZKRTMxZ2h1TURzNS1jcmxpOUdzbkJyNHJLaWszOHo0UjZidXJ6dWVzR29FZjR4NjRLQnF2Q2J6ZWxSNHc?oc=5,google_rss_카카오 when:2d,77.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,24.0,published_today,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,77.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 에이젠틱 ai 서비스 공모전 에이젠틱 플레이어 10 개최,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 에이젠틱 ai 서비스 공모전 에이젠틱 플레이어 10 개최,self_strategic_reference,,,
44,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, AI 공모전 ‘AGENTIC PLAYER 10’ 개최…개인·스타트업·대학생 참여 가능",카카오 ai 공모전 agentic player 10 개최 개인 스타트업 대학생 참여 가능,플래텀(Platum),플래텀(Platum),"Wed, 17 Jun 2026 00:16:15 GMT","카카오, AI 공모전 ‘AGENTIC PLAYER 10’ 개최…개인·스타트업·대학생 참여 가능 플래텀(Platum)",https://news.google.com/rss/articles/CBMiSEFVX3lxTE1ZN0VtelZGTjlsOGM4Mi01YkVnSk44TjEtV2lEXzZKamt2N2ZoYkc0Qlludmp3aGhLUzdQUzVHbVotbHdtSS1STg?oc=5,google_rss_카카오 when:2d,77.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,24.0,published_today,business_change,event:카카오:ai_infrastructure_security,general,,"weak_form_without_full_basis:actor=True,change=False,bridge=True",2,,,,77.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 ai 공모전 agentic player 10 개최 개인 스타트업 대학생 참여 가능,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 ai 공모전 agentic player 10 개최 개인 스타트업 대학생 참여 가능,self_strategic_reference,,,
1788,정부/국회,정부_국회,스테이블코인,"개인정보위, 공공부문 안전관리 강화…보호수준 평가 현장 지원",개인정보위 공공부문 안전관리 강화 보호수준 평가 현장 지원,dt.co.kr,디지털타임스,"Tue, 16 Jun 2026 06:42:01 GMT","개인정보위, 공공부문 안전관리 강화…보호수준 평가 현장 지원 dt.co.kr",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9mM2tFY1NnbVJHMHF2YzdWN0kwdVBTelVidlEtYVZhX1pRVXN4emxCOWRUUERtMVpHZ0hjWVc2bE1XMHNqWTluYjN0Z1M5QQ?oc=5,google_rss_스테이블코인 site:dt.co.kr when:2d,76.6,23.0,,,,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,,,,76.6,digital_asset_stablecoin,government:platform_obligation,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation:general,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,정부_국회,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,3,4,3,,,로컬 보조 라벨,local_low_confidence,,GOV_DIGITAL_FINANCE_POLICY,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,government_digital_finance_policy,,,
93,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"국토부, 카카오·글로비스 데이터 활용 '물류 AI 해커톤' 개최",국토부 카카오 글로비스 데이터 활용 물류 ai 해커톤 개최,청년일보,청년일보,"Tue, 16 Jun 2026 23:33:35 GMT","국토부, 카카오·글로비스 데이터 활용 '물류 AI 해커톤' 개최 청년일보",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE90Tm1QSGdUWXp6aGFKbUwzLTFRRTVJX0VNSlUzTHZKVDRKMFliT21vZG5UanNhekV6b2pOektSdVh4U0JQM1Fkb1B3SEY3eWlTM3VKZHVvSS1UdmZjYTR4UVNiak9BQW8?oc=5,google_rss_카카오 when:2d,75.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,24.0,published_today,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,75.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:국토부 카카오 글로비스 데이터 활용 물류 ai 해커톤 개최,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:국토부 카카오 글로비스 데이터 활용 물류 ai 해커톤 개최,self_strategic_reference,,,
2,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, ‘AGENTIC PLAYER 10’ 개최… AI 서비스 발굴 나선다",카카오 agentic player 10 개최 ai 서비스 발굴 나선다,kakaocorp.com,kakaocorp.com,"Tue, 16 Jun 2026 23:51:19 GMT","카카오, ‘AGENTIC PLAYER 10’ 개최… AI 서비스 발굴 나선다 kakaocorp.com",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9Ub1pJcWhGT08zR3dNUWt2UURrVUtqcU1wR2trNzdNaDRnZ21Rbi15SF8xbWdxcEp4NENPODBROW4xZWoyQlNxNFBSUU5Ob2hnSXI4V0Jn?oc=5,google_rss_카카오 when:2d,73.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,24.0,published_today,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,73.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 agentic player 10 개최 ai 서비스 발굴 나선다,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 agentic player 10 개최 ai 서비스 발굴 나선다,self_strategic_reference,,,
126,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오모빌리티·토스도 ADR 상장하나,카카오모빌리티 토스도 adr 상장하나,한국경제,한국경제,"Tue, 16 Jun 2026 09:04:17 GMT",카카오모빌리티·토스도 ADR 상장하나 한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5XeVZyWEx4SUhBZzBFTm1XRzJ2bVZMZGtvSkprcW8tTzVEcUNHd3BwMEJ2Vld3LV92b3NEcmVqdDJZcVdyeHB2Ql8tV25HUUZQdlZmbVRrcDFXQdIBVEFVX3lxTE50RzVzbnhhRm9BWHlYaERtejFJNnFtb2tlTE1pNUMza1pia255QVlSRDNZQzBkQ0tCendwaFotSUMxclQwcmQ3R1JiS2kzYUZaelBwWQ?oc=5,google_rss_카카오 지분 when:2d,69.8,72.0,"mobility_sale_ipo,strategy_mna_governance",mobility_sale_ipo,"카카오,카카오모빌리티,토스",v43_self_not_actual_actor:OFF_TOPIC,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,69.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:mna_capital:kakao:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,5,4,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:kakao:mna_capital,self_filler_reference,,,
198,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""카톡 채팅방서 챗GPT에게 묻는다""…카카오, '챗GPT 챗봇' 오픈",카톡 채팅방서 챗gpt에게 묻는다 카카오 챗gpt 챗봇 오픈,네이트,네이트,"Tue, 16 Jun 2026 08:43:00 GMT","""카톡 채팅방서 챗GPT에게 묻는다""…카카오, '챗GPT 챗봇' 오픈 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE01bTVsdk5MbzZCNkVRSVVtWFp4ODZjemZuRDlSb3hMWWNhSjZRbG1oQVdPTWpuZU9WTEVRZ1hUQVJBTVpiRTd3TmpiVGxFT1YyZnBj?oc=5,google_rss_카카오 AI when:2d,68.8,32.0,ai_infrastructure_security,ai_infrastructure_security,"오픈AI,카카오,카카오서비스,카카오톡",,,,,,,general,14.0,published_yesterday,general,event:오픈AI+카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,68.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,카카오톡 내 ChatGPT 연동,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,카카오톡 내 ChatGPT 연동,self_strategic_reference,,,
163,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카톡서 챗GPT 부르고 국립공원 예약까지…카카오, AI·생활 기능 확대",카톡서 챗gpt 부르고 국립공원 예약까지 카카오 ai 생활 기능 확대,토요경제,토요경제,"Tue, 16 Jun 2026 07:57:22 GMT","카톡서 챗GPT 부르고 국립공원 예약까지…카카오, AI·생활 기능 확대 토요경제",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5SSjdVNTBZbllBVUg3NjBtcnUyVnJoYXYxc2g3WWplNGpfSTZwZmktV3c0dWtCYl9pMTRzOTJobWdsS1I5SGpRdEFRYlQ2bGpNM1VNbnJVSzkwS0lBVU9QWNIBb0FVX3lxTFBmZFBTNXNBXzhsdnc2b21xNHJ2dE11M3FiVUxIVFotUkhqdWFMaWdYLTNjLTJDRVprSGRMUlpPWndFby1QVkE2bTMzd0VFYVVBR3B5a0dtZHd2UTJNT2dNUk4xUmI2UmVjdTRJNndDUQ?oc=5,google_rss_카카오 AI when:2d,68.8,32.0,ai_infrastructure_security,ai_infrastructure_security,"오픈AI,카카오,카카오서비스,카카오톡",,,,,,,general,14.0,published_yesterday,business_change,event:오픈AI+카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,68.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,카카오톡 내 ChatGPT 연동,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,카카오톡 내 ChatGPT 연동,self_strategic_reference,,,
139,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크, 몽골 시장 본격 공략… 중앙은행 총재와 협력 논의",카카오뱅크 몽골 시장 본격 공략 중앙은행 총재와 협력 논의,newstheai.com,newstheai.com,"Tue, 16 Jun 2026 08:56:27 GMT","카카오뱅크, 몽골 시장 본격 공략… 중앙은행 총재와 협력 논의 newstheai.com",https://news.google.com/rss/articles/CBMia0FVX3lxTE5aR3BlamRaQWR4aXl6OUx1UnBfcWlyamdvTzJQQ254SzJ4MnFOaUVGSENBLUQ1NlA0MlE1UFYtOFg2cGtGbEJySTdrUWRHNGRpamd3Q2hYVWZzYjAtczhLNjY2WDFQMC0zTTRJ?oc=5,google_rss_카카오 지분 when:2d,66.8,32.0,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오뱅크",,,,,,,general,14.0,published_yesterday,general,event:카카오+카카오뱅크:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,66.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오뱅크 몽골 시장 본격 공략 중앙은행 총재와 협력 논의,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오뱅크 몽골 시장 본격 공략 중앙은행 총재와 협력 논의,self_strategic_reference,,,
167,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오·삼성전자, AI 인재 양성 첫 공동 해커톤 개최",카카오 삼성전자 ai 인재 양성 첫 공동 해커톤 개최,공유경제신문,공유경제신문,"Tue, 16 Jun 2026 08:03:51 GMT","카카오·삼성전자, AI 인재 양성 첫 공동 해커톤 개최 공유경제신문",https://news.google.com/rss/articles/CBMiakFVX3lxTE5xclQ2emk4Q1JGRXJONlBjeWNwWmhaRmhVRXNPMkp2RkV4LXZyWGlCNmJtNVl1RTZLbUFrUk53TjZtSFFvVUJtVHl2Z1Jjc1dnelNxY01Qa2IzRXR2SGhVRWREUFNhN3JUNkE?oc=5,google_rss_카카오 AI when:2d,66.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,66.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 삼성전자 ai 인재 양성 첫 공동 해커톤 개최,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 삼성전자 ai 인재 양성 첫 공동 해커톤 개최,self_strategic_reference,,,
162,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오톡 속으로 들어온 ChatGPT…실시간 AI 대화 기능 확대,카카오톡 속으로 들어온 chatgpt 실시간 ai 대화 기능 확대,한국재난안전뉴스,한국재난안전뉴스,"Tue, 16 Jun 2026 03:16:52 GMT",카카오톡 속으로 들어온 ChatGPT…실시간 AI 대화 기능 확대 한국재난안전뉴스,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5uUWxtbmZ6SjhncE53T3ZydXYzSTlmTVJIQjJZdjIzNHpjaUc3ODQyQUxCci1VSGw3dUtUbFpGX08wRUc4OF80cGNSQjBTT0psODNpSzJZR1lsemFaRnc?oc=5,google_rss_카카오 AI when:2d,65.8,32.0,ai_infrastructure_security,ai_infrastructure_security,"오픈AI,카카오,카카오서비스,카카오톡",,,,,,,general,14.0,published_yesterday,business_change,event:오픈AI+카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,65.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,카카오톡 내 ChatGPT 연동,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,카카오톡 내 ChatGPT 연동,self_strategic_reference,,,
148,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크, 글로벌 영토 확장 가속화…몽골 디지털 금융 혁신 이끈다",카카오뱅크 글로벌 영토 확장 가속화 몽골 디지털 금융 혁신 이끈다,thefairnews.co.kr,thefairnews.co.kr,"Tue, 16 Jun 2026 00:01:00 GMT","카카오뱅크, 글로벌 영토 확장 가속화…몽골 디지털 금융 혁신 이끈다 thefairnews.co.kr",https://news.google.com/rss/articles/CBMidEFVX3lxTE9uWk5QRVNwWjB6S2VsaDhsSnZ4X2ppdmFWN3VndU95dF95amdmTElZdHVYWUhxMzZPT2VOc2Y1ek9FZmtHb0VmWExiZUcwUXVXTG5fNzZUSlBtZHpwOXNMb0pZNmlRemdtc0M5UV9Od1FQOE9J0gF0QVVfeXFMT25aTlBFU3BaMHpLZWxoOGxKdnhfaml2YVY3dWd1T3l0X3lqZ2ZMSVl0dVhZSHEzNk9PZU5zZjV6T0Vma0dvRWZYTGJlRzBRdVdMbl83NlRKUG1kenA5c0xvSlk2aVF6Z21zQzlRX053UVA4T0k?oc=5,google_rss_카카오 지분 when:2d,63.8,32.0,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오뱅크",,,,,,,general,14.0,published_yesterday,general,event:카카오+카카오뱅크:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,63.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오뱅크 글로벌 영토 확장 가속화 몽골 디지털 금융 혁신 이끈다,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오뱅크 글로벌 영토 확장 가속화 몽골 디지털 금융 혁신 이끈다,self_strategic_reference,,,
273,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오모빌리티, 2026 보령머드축제 내·외국인 셔틀 운영…수도권·지방 거점 연결",카카오모빌리티 2026 보령머드축제 내 외국인 셔틀 운영 수도권 지방 거점 연결,CBC뉴스,CBC뉴스,"Wed, 17 Jun 2026 04:15:38 GMT","카카오모빌리티, 2026 보령머드축제 내·외국인 셔틀 운영…수도권·지방 거점 연결 CBC뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTE82Y0dBYWh2ODF2M1NSbDdvQ29kREZOWUsyand0TDFPQlRSSXRxNHpQRWpzd0tIbGtORDI4TFFGUk50OVpzOFpEbnVEUGh4VDFCbURtc1cwY1cxcWRuelNKSFhnd3Yta0d1?oc=5,google_rss_카카오 카카오모빌리티 when:2d,63.8,16.0,self_pr_promo,,"카카오,카카오모빌리티",,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,63.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오모빌리티 2026 보령머드축제 내 외국인 셔틀 운영 수도권 지방 거점 연결,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오모빌리티 2026 보령머드축제 내 외국인 셔틀 운영 수도권 지방 거점 연결,self_strategic_reference,,,
