id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
98,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 증권 직접 인수·판매 가능한 투자매매업 인가 취득 |",카카오페이증권 증권 직접 인수 판매 가능한 투자매매업 인가 취득,연합인포맥스,연합인포맥스,"Mon, 13 Jul 2026 00:32:57 GMT","카카오페이증권, 증권 직접 인수·판매 가능한 투자매매업 인가 취득 | 연합인포맥스",https://news.google.com/rss/articles/CBMidEFVX3lxTFB2djY1UWxRUTJQbUktMjZSaW9VMWVaalUzTVpveUJ0ZWR5eVR1QXFQT2RjM0E0UC1leTlHMGpMbm56THV5R0RXV0FlSFhVZjJyRmVMUFAtSTRndDlmMGVCWWd6REJ1dmE1NV9fcDkzQ0VTTlNj?oc=5,"google_rss_""카카오"" when:2d",108.8,80.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,108.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_governance_mna,global_incident:mna_capital:kakao:mna_capital,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_governance_mna,,,
165,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, IPO·공모주 사업 진출 가시화…투자매매업 인가 획득",카카오페이증권 ipo 공모주 사업 진출 가시화 투자매매업 인가 획득,아주경제,아주경제,"Mon, 13 Jul 2026 01:46:19 GMT","카카오페이증권, IPO·공모주 사업 진출 가시화…투자매매업 인가 획득 아주경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9FdTJvM1pDUzlLcWJMMVoydlNKdDVJTVY0SHRWcDJtZ2d2ZzdwRllYcThiNEF3aHdscTBlNERiM01VSktmc212ZG0wWlQ0a1ctU0FKaE1TRENLUdIBWEFVX3lxTE50eEZSQjZIZjFlbmtKNFVPWTNONXhJTG5ORnVicEM3akE2Qi1PS0hYMGc2MGFHTEhsU3Z0eFkyNWFXdGtHaHB5RndBWGNpVkswRy13UjBNOXU?oc=5,google_rss_카카오 카카오페이 when:2d,108.8,65.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,108.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
161,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 획득…IPO·채권·ETF 사업 확장 시동",카카오페이증권 투자매매업 인가 획득 ipo 채권 etf 사업 확장 시동,인사이트코리아,인사이트코리아,"Mon, 13 Jul 2026 01:02:49 GMT","카카오페이증권, 투자매매업 인가 획득…IPO·채권·ETF 사업 확장 시동 인사이트코리아",https://news.google.com/rss/articles/CBMic0FVX3lxTE8wMkp2X0FrTUtKcHpRTW5KM2NZQzNma1k1MTd4MkJKTWl5SnFfSTZ2OXpINldVY3JEM3VpcnlaVjlrWU4xTzRwU254LXQyWWsybjQ0VVp3VDAzcmRxN1pIaXVmYmFVR1NlbXlmZ0VlQkljeknSAXdBVV95cUxNT21VMTFNZU9rS3VPVmtDLXRqX1pNeEJSQTBUZGVnQ2MyQkxxdFIyNEFETHRCSVFnNFZQVVRhSF83cjBzQnNQeWtJSGxqRnpoVXM5VXNtV3Nha1cwREx5U0FIZ2ZleGFaN0tUX3k1LWdmOTJJYTRIYw?oc=5,google_rss_카카오 카카오페이 when:2d,108.8,65.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,108.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
115,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'IPO 주관 가능'해진 카카오페이증권, IB업무 박차…투자매매업 인가 쾌거",ipo 주관 가능 해진 카카오페이증권 ib업무 박차 투자매매업 인가 쾌거,파이낸셜포스트,파이낸셜포스트,"Mon, 13 Jul 2026 00:22:21 GMT","'IPO 주관 가능'해진 카카오페이증권, IB업무 박차…투자매매업 인가 쾌거 파이낸셜포스트",https://news.google.com/rss/articles/CBMidEFVX3lxTFB6blhVRnYtbEZPYzhnam5yamZfR29xX0k5T1d5Yk85WFZWR0xySnk2OUtBalpFQks4X3pwU19RcjN1UXRLMUJlN3l0UWRtT2NvU0tla0dPOTV6X0JWWW5QMFNwamJoSXVLWHp0Sk9zWmc3WWxH?oc=5,google_rss_카카오 지분 when:2d,108.8,65.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,108.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
1451,정부/국회,정부_국회,정무위원회,지각 국회에 민생도 멈췄다…원 구성 대치에 발 묶인 주요 법안,지각 국회에 민생도 멈췄다 원 구성 대치에 발 묶인 주요 법안,edaily.co.kr,이데일리,"Mon, 13 Jul 2026 20:30:03 GMT",지각 국회에 민생도 멈췄다…원 구성 대치에 발 묶인 주요 법안 edaily.co.kr,https://news.google.com/rss/articles/CBMigAFBVV95cUxQaUk4Vl93UkhPVFZpcVFIaGVqT1I3VWdHNmN0WHFlU0VlUUluNk5OYV9tOHRaM0xwRVNEdE9tYnF4QVppWndGbE03V09EbjZxUWloM1hXTjRYbC1LeTk2Z1E2WkZMMl9XdnNUVTVZMmFWWGVkaTNqSm1uVC1sSC13dw?oc=5,google_rss_정무위원회 when:2d,108.6,68.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,,,,,,,general,24.0,published_today,official_action,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,108.6,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:지각 국회에 민생도 멈췄다 원 구성 대치에 발 묶인 주요 법안,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:지각 국회에 민생도 멈췄다 원 구성 대치에 발 묶인 주요 법안,government_ai_core_policy,,,
1047,정부/국회,정부_국회,금융감독원,"ETF 507조원 시대…금감원, 자산운용사 ‘복붙 의결권 공시·과장광고’ 정조준",etf 507조원 시대 금감원 자산운용사 복붙 의결권 공시 과장광고 정조준,the-news.co.kr,the-news.co.kr,"Mon, 13 Jul 2026 05:18:37 GMT","ETF 507조원 시대…금감원, 자산운용사 ‘복붙 의결권 공시·과장광고’ 정조준 the-news.co.kr",https://news.google.com/rss/articles/CBMib0FVX3lxTE1lX2N2QW9HNWxkTVZsMER3MG91anhqemNGSlRpcGRqZVZvWkszb3JHWTRUanRzZkdKOHc0UTFkWTBxbEh0VHNFdEFRNlF0ZzVSZHdjOEc4RF9Md0tGcC10dzhZeUs5b0tZenNkZHZWTdIBb0FVX3lxTE1lX2N2QW9HNWxkTVZsMER3MG91anhqemNGSlRpcGRqZVZvWkszb3JHWTRUanRzZkdKOHc0UTFkWTBxbEh0VHNFdEFRNlF0ZzVSZHdjOEc4RF9Md0tGcC10dzhZeUs5b0tZenNkZHZWTQ?oc=5,google_rss_금융감독원 when:2d,107.6,132.5,"financial_performance,policy_legislation,search_ads",financial_performance,금감원,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,market_commentary,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,decision,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,,,,107.6,"policy_legislation,financial_performance",government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local_low_confidence,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,government_regulatory_enforcement,,,
328,정부/국회,정부_국회,과학기술정보통신부,"지능정보사회진흥원, 과기정통부와 하이퍼-AI 네트워크 기반 조성 착수",지능정보사회진흥원 과기정통부와 하이퍼 ai 네트워크 기반 조성 착수,네이트,네이트,"Tue, 14 Jul 2026 01:26:00 GMT","지능정보사회진흥원, 과기정통부와 하이퍼-AI 네트워크 기반 조성 착수 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5waXpuZ3htcEtxMnNLVHgwUWVZSzFzQVFLVGxvdlBWdkdNenFFUUxIcEp3RXltSHAzYW9WbFo2TW1neE1qa3ZZUDByTGMtYlRDZlRn?oc=5,google_rss_과학기술정보통신부 when:2d,107.6,45.5,ai_infrastructure_security,ai_infrastructure_security,과기정통부,,,,,,,general,24.0,published_today,business_change,event:과기정통부:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,107.6,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:지능정보사회진흥원 과기정통부와 하이퍼 ai 네트워크 기반 조성 착수,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:지능정보사회진흥원 과기정통부와 하이퍼 ai 네트워크 기반 조성 착수,government_ai_core_policy,,,
183,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""IPO 주관 길 열렸다""…카카오페이증권, 투자매매업 인가 획득",ipo 주관 길 열렸다 카카오페이증권 투자매매업 인가 획득,supple.kr,supple.kr,"Mon, 13 Jul 2026 00:58:26 GMT","""IPO 주관 길 열렸다""…카카오페이증권, 투자매매업 인가 획득 supple.kr",https://news.google.com/rss/articles/CBMiXEFVX3lxTE1iUnhrb3pLaFB5Z3dnaE5QVUdmcms1YVA4ZEU2ZzBWaU1jSk1lWFBSZU5ydG1tWU5iaEMtUzVwSjJqcmU4a0JESlpzRDYtTFo1YnBqcWsyZHFIMl9p?oc=5,google_rss_카카오 카카오페이 when:2d,106.8,65.0,strategy_mna_governance,strategy_mna_governance,"카카오,카카오페이",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,106.8,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:mna_capital:kakao:mna_capital,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,,,
588,정부/국회,정부_국회,공정거래위원회,"수술비 깎아주고 아닌척 ‘뒷광고’… 공정위, 강남 성형외과 3곳 제재",수술비 깎아주고 아닌척 뒷광고 공정위 강남 성형외과 3곳 제재,동아일보,동아일보,"Sun, 12 Jul 2026 19:30:00 GMT","수술비 깎아주고 아닌척 ‘뒷광고’… 공정위, 강남 성형외과 3곳 제재 동아일보",https://news.google.com/rss/articles/CBMidkFVX3lxTFAtQkItUzgzVU1ZazE1MDc2TVBQX1NIUldWUlFPUGZsNS1HdnE2YkJjVUtoM2NUR2tSRjRSM2VpNnFPTk51YXVrNjB3TzlhTUFDSDdYV0RpVVk4YXl1RENZOWVBYmZmdWIwdEJKOXJOWjJyWTREc3fSAWZBVV95cUxQSjR1NDF0dHQyMF8zX3k1UG5fREhldWcydTg3NDVpZFpnVkZ5akR1NDFmMFlJalgyWnBNOUUtemI1NmxPUmZVOWY2VmN4T1pnRWJSMkRZcGllcHUtb2VnTWN4aGhkcWc?oc=5,google_rss_공정거래위원회 when:2d,106.6,135.5,"antitrust_platform,legal_regulatory_enforcement,search_ads",antitrust_general,공정위,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,,,,106.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation:sanction_penalty,global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local_low_confidence,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation,government_regulatory_enforcement,,,
659,정부/국회,정부_국회,공정거래위원회,"공정위 도입 시사, 日 제도화 추진···국내 ‘가상자산 ETF’에 모이는 시선",공정위 도입 시사 제도화 추진 국내 가상자산 etf에 모이는 시선,시사저널e,시사저널e,"Mon, 13 Jul 2026 05:32:45 GMT","공정위 도입 시사, 日 제도화 추진···국내 ‘가상자산 ETF’에 모이는 시선 시사저널e",https://news.google.com/rss/articles/CBMidkFVX3lxTE9PMEdHazhITFBSSFJQZkFQbHJ3dVpzanZoaUpKSXRoanZRTVZyTGliNGpaTHBlRktobzFicjNTTUpaT2kyZnpQOG94dXB3SUJYeTVjY1NKNk1jOFhGRFpkSkZFQ2IxMk1wSWQxVmhpSldhUTZ3RGfSAXZBVV95cUxPTzBHR2s4SExQUkhSUGZBUGxyd3Vac2p2aGlKSkl0aGp2UU1WckxpYjRqWkxwZUZLaG8xYnIzU01KWk9pMmZ6UDhveHVwd0lCWHk1Y2NTSjZNYzhYRkRaZEpGRUNiMTJNcElkMVZoaUpXYVE2d0Rn?oc=5,google_rss_공정거래위원회 법안 when:2d,105.6,87.5,"antitrust_platform,digital_asset_stablecoin,stablecoin",stablecoin_general,공정위,,,,,,,general,14.0,published_yesterday,market_commentary,global_incident:digital_asset_policy:fair_trade_authority:digital_asset_policy,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,105.6,"policy_legislation,digital_asset_stablecoin",government:digital_asset,global_incident:digital_asset_policy:fair_trade_authority:digital_asset_policy:announcement,global_incident:digital_asset_policy:fair_trade_authority:digital_asset_policy,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:digital_asset_policy:fair_trade_authority:digital_asset_policy,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local_low_confidence,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:digital_asset_policy:fair_trade_authority:digital_asset_policy,government_regulatory_enforcement,,,
317,정부/국회,정부_국회,과학기술정보통신부,"과기정통부, 대국민 AI 서비스 개발 착수",과기정통부 대국민 ai 서비스 개발 착수,조선일보,조선일보,"Mon, 13 Jul 2026 06:54:04 GMT","과기정통부, 대국민 AI 서비스 개발 착수 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxPNU1hTXJDNXhkaGNvaV9mcmlmMW1hcHI1UE8xZDZxME0xNDVsRlAzeFBPUTIweGlBdDdtdmEwcy10bmRXR3RwamJGWkU0Qk10cjhMSVUwZG9xaUg4QXRxeGVNMGFBeUEyamFZUW0wTENIVXBVZ3UxVUQ3VHVQQk1qZkFNYw?oc=5,google_rss_과학기술정보통신부 when:2d,105.6,45.5,ai_infrastructure_security,ai_infrastructure_security,과기정통부,,,,,,,general,14.0,published_yesterday,business_change,event:과기정통부:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,105.6,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:과기정통부 대국민 ai 서비스 개발 착수,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:과기정통부 대국민 ai 서비스 개발 착수,government_ai_core_policy,,,
553,정부/국회,정부_국회,방송미디어통신위원회,"방미통위 ""허위정보법 적용 네이버·구글·메타 등 8곳""…7일 뒤 효력",방미통위 허위정보법 적용 네이버 구글 메타 등 8곳 7일 뒤 효력,MSN,MSN,"Mon, 13 Jul 2026 04:03:29 GMT","방미통위 ""허위정보법 적용 네이버·구글·메타 등 8곳""…7일 뒤 효력 MSN",https://news.google.com/rss/articles/CBMipARBVV95cUxOVm5XT3lLdmpvaWlZa1RCX0xaSGlWaGJGNFhwbElPQzBqcEc0VkNrZlZJLWJyaHVLNHUtdnh2XzRRVUdGYVhFeEUwUG1XUGNma1NJT1dNazVZcllqZEl1RHlrSVNDTDFFQUtYQ3hCVmZ0WFZMei1hMVhPMllnMEJFOE9FWFZDR3NaMEpHd1YtOXlpWDFPaDV3b1JJaFZmdWZmNWFQNkNUQ1h1TG95TmVtX25RNkVfNDE1dnJBSzFUZVRicmlxbDBUdW9DYm0zTW1vRmdLZmVxTExxQzJ3czdabXhWS0NDNmIxM0ZqanRHaTZnNmtsVVVTWU96NXp1M3hGbHplMy13QlJXUDJaMHZjYjJrS18tRGo0bTkzTTZuRmJnUDZOT3B2cHlhOTYxa2ZqRHl2UDZ2SHhmZFF2cEFTNU13VFNUdDVDZXdPREZKYW9MZGVpMGVXYi1mbG45OUN4RU13dmZHLVljb05TSVA1d3JvZEhmcEg4MVRaSGxBaGxzcXZ4WW9XVUtGOEdIOVZHOXA3enJ2U0l6dVBJNWpxUG9ZTkhXU3F2aTdNcGVGeVRtczFjbzJCMFA0T2lSQ29FdTVobGpxSWdNdEtvSHhSVk1hYTY3LWpjSjdCNTNmQUtjc3gwNFJDekhaeTBfb3hBcGI3S05idFJDVmVHM3ltUm90YjJidkE1ZUo4TnVvZlYwbUV0OHZud3pjVmdIX1RZQ3cteg?oc=5,google_rss_방송미디어통신위원회 when:2d,103.6,126.5,platform_obligation,platform_obligation,"구글,네이버,메타,방미통위",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:naver:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,103.6,"policy_legislation,platform_obligation",government:platform_obligation,global_incident:platform_regulation:naver:platform_operator_obligation:general,global_incident:platform_regulation:naver:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_STRATEGY,mixed,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:naver:platform_operator_obligation,comp_domestic_strategy,,,
1097,정부/국회,정부_국회,금융감독원,"금융감독원, ETF 광고 규제 강조…운용사의 책임 강화 필요성 제기",금융감독원 etf 광고 규제 강조 운용사의 책임 강화 필요성 제기,공감신문,공감신문,"Mon, 13 Jul 2026 01:07:37 GMT","금융감독원, ETF 광고 규제 강조…운용사의 책임 강화 필요성 제기 공감신문",https://news.google.com/rss/articles/CBMiaEFVX3lxTFAycXBfOTFYR2Q0cGU1cTFONno3OUFuT2ZFSGpIU0dJZDNCMHdpTW1pSk5CRFFtQ05UR29kYWRPemdUWTA5Z3lKSWJZT3FzdE5xZC1VbUVNVVh3X0oxMzFleEwyaDZrbW9C?oc=5,"google_rss_""금융감독원"" when:2d",103.6,107.5,"policy_legislation,search_ads",policy_legislation,금감원,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,market_commentary,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,general,Y,"industry_basis_pass:actor=False,change=True,bridge=True",2,,,,103.6,policy_legislation,government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation:executive_or_org_change,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local_low_confidence,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,government_regulatory_enforcement,,,
1066,정부/국회,정부_국회,금융감독원,금감원장 “ETF 과장광고 안 된다”… 운용사에 수탁자책임 강화 주문,금감원장 etf 과장광고 안 된다 운용사에 수탁자책임 강화 주문,이지경제,이지경제,"Mon, 13 Jul 2026 08:14:10 GMT",금감원장 “ETF 과장광고 안 된다”… 운용사에 수탁자책임 강화 주문 이지경제,https://news.google.com/rss/articles/CBMibkFVX3lxTE1jbUdvSEpPaGRhcFVJbHZsa3pUSlhYNnFHX2M3YzZ3ZURqdzVXcHcxN2RKS2VPUm1zUFRoUUYtUkdLQkRLbFdIemo0MlpwcmFuanVtek5vU0dtMW1DblVENE1oYmZpb1dGQkExVlZR?oc=5,google_rss_금융감독원 when:2d,103.6,103.5,search_ads,,금감원,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,market_commentary,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,,,,103.6,,government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local_low_confidence,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,government_regulatory_enforcement,,,
